Handle,REF,Nombre,Categoria,Descripción,Vendido por peso,Opción 1 nombre,Opción 1 valor,Opción 2 nombre,Opción 2 valor,Opción 3 nombre,Opción 3 valor,Precio por defecto,Coste,Codigo de barras,REF del componente,Cantidad del componente,Seguir el Inventario,Disponibles para la venta [Master burger],Precio [Master burger],En inventario [Master burger],Existencias bajas [Master burger],"modificador - ""Extras""","modificador - ""Queso""","modificador - ""Bebidas""","modificador - ""Descuento""","modificador - ""Promos""","modificador - ""Hamburguesas""","modificador - ""Cervezas""","modificador - ""Chilaquiles""","modificador - ""extras combo""","modificador - ""alas kilos""","modificador - ""charolas especiales""","modificador - ""bubbles""","modificador - ""Jarabe""","modificador - ""miches""","modificador - ""als y bon""","modificador - ""CREPAS""","modificador - ""EXTRA ANGUS""","modificador - ""papas promo""","modificador - ""Extras almuerzos""","modificador - ""ACOMPAÑANTES""","modificador - ""POSTRES""","modificador - ""PROTEINAS CARNE""","modificador - ""PROTEINAS POLLO""","modificador - ""COSTILLAS"""
nachos-con-carne,10018,Nachos con carne,Extras,,N,,,,,,,90.00,0.00,,,,Y,Y,90.00,-51.000,0.000,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
nachos-1,10110,Nachos familiares,Extras,,N,,,,,,,160.00,20.00,,,,Y,Y,160.00,99824.000,0.000,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
naranjada-o-limonada,10043,Naranjada o Limonada,Sodas,,N,,,,,,,40.00,0.00,,,,Y,Y,40.00,-24.000,0.000,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
naturales,10107,Naturales,,,N,,,,,,,100.00,50.00,,,,N,Y,100.00,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
naturales-1,10108,Naturales,,,N,,,,,,,100.00,50.00,,,,Y,Y,100.00,10000.000,0.000,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
new-mix,10053,New mix,Drinks,,N,,,,,,,35.00,22.00,,,,Y,Y,35.00,992.000,0.000,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
niño,10027,Niño,Come todo,,N,,,,,,,139.00,0.00,,,,N,Y,139.00,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
noche,10104,Noche,Envios,,N,,,,,,,30.00,0.00,,,,N,Y,30.00,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
notas,10126,Notas,Notas,,N,,,,,,,0.00,0.00,,,,N,Y,0.00,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
nuggets-y,10580,Nuggets y,Charolas,,N,,,,,,,220.00,0.00,,,,N,Y,220.00,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
nugguets,10073,Nugguets,Alitas y Boneless,,N,,,,,,,40.00,20.00,,,,Y,Y,40.00,-125.000,10.000,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
ord-guacamole,10515,Ord Guacamole,Almuerzos,,N,,,,,,,70.00,0.00,,,,N,Y,70.00,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
ord-jalapeños-10-pz,10367,Ord jalapeños 10 pz,Charolas navideñas,,N,,,,,,,80.00,0.00,,,,N,Y,80.00,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
ord-nopales-asados-5pz,10366,Ord nopales asados 5pz,Charolas navideñas,,N,,,,,,,50.00,0.00,,,,N,Y,50.00,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
orden-de-10,10139,Orden de 10,,,N,,,,,,,95.00,95.00,,,,N,Y,95.00,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
orden-pollo-kfc,10548,Orden Pollo kfc,Alitas y Boneless,,N,,,,,,,120.00,0.00,,,,N,Y,120.00,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
arrachera-house,10037,Orden. Arrachera,Especiales,,N,,,,,,,140.00,65.00,,,,N,Y,140.00,,,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
oren.-de-macarrones,10266,Oren. De macarrones,Extras,,N,,,,,,,50.00,50.00,,,,N,Y,50.00,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
paleta-payaso,10194,Paleta payaso,Dulces,,N,,,,,,,15.00,0.00,,,,N,Y,15.00,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
palitos-de-pollo,10244,Palitos de pollo,Extras,,N,,,,,,,100.00,0.00,,,,N,Y,100.00,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
pan-frances,10221,Pan frances,Almuerzos,,N,,,,,,,80.00,0.00,,,,N,Y,80.00,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
pan-muerto-relleno,10286,Pan muerto relleno,Sodas,,N,,,,,,,20.00,0.00,,,,N,Y,20.00,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
pancita-1,10499,Pancita,Almuerzos,,N,tamaño,1 litro,,,,,120.00,0.00,,,,N,Y,120.00,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
pancita-1,10228,,,,,,1/2 litro,,,,,70.00,0.00,,,,,Y,70.00,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
pancita-1,10500,,,,,,Plato,,,,,100.00,0.00,,,,,Y,100.00,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
papas-a-la-francesa,10146,Papas a la francesa,Alitas y Boneless,,N,,,,,,,60.00,0.00,,,,N,Y,60.00,,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
papas-colombianas,10441,Papas colombianas,Especiales,,N,,,,,,,120.00,0.00,,,,N,Y,120.00,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
papas-gajo-1,10120,Papas gajo,Alitas y Boneless,,N,,,,,,,75.00,20.00,,,,N,Y,75.00,,,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
papas-gajo-con-arrachera,10075,Papas gajo con arrachera,Especiales,,N,TAMAÑO,CHICA,,,,,90.00,95.00,,,,N,Y,90.00,,,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
papas-gajo-con-arrachera,10074,,,,,,GDE,,,,,160.00,95.00,,,,,Y,160.00,,,,,,,,,,,,,,,,,,,,,,,,,,
papas-gajo-kilo,10290,Papas gajo kilo,Alitas y Boneless,,Y,,,,,,,180.00,0.00,,,,N,Y,180.00,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
papas-horneadas,10369,Papas horneadas,Charolas navideñas,,N,,,,,,,300.00,0.00,,,,N,Y,300.00,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
papas-onduladas,10234,Papas onduladas,Extras,,N,,,,,,,60.00,0.00,,,,N,Y,60.00,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
papel-de-baño,10572,Papel de baño,,,N,,,,,,,10.00,0.00,,,,N,Y,10.00,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
paquete-desayuno,10202,Paquete desayuno,Almuerzos,,N,,,,,,,80.00,0.00,,,,N,Y,80.00,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N
arroz,10341,Pasta,Almuerzos,,N,sabor,arroz,tamaño,1 litro,,,60.00,0.00,,,,N,Y,60.00,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
arroz,10257,,,,,,arroz,,1/2  litro,,,35.00,0.00,,,,,Y,35.00,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
arroz,10348,,,,,,arroz,,plato,,,35.00,0.00,,,,,Y,35.00,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
arroz,10481,,,,,,sopa,,1 litro,,,60.00,0.00,,,,,Y,60.00,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
arroz,10474,,,,,,sopa,,1/2  litro,,,35.00,0.00,,,,,Y,35.00,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
arroz,10482,,,,,,sopa,,plato,,,35.00,0.00,,,,,Y,35.00,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
arroz,10469,,,,,,spaguetti,,1 litro,,,60.00,0.00,,,,,Y,60.00,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
arroz,10468,,,,,,spaguetti,,1/2  litro,,,35.00,0.00,,,,,Y,35.00,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
arroz,10473,,,,,,spaguetti,,plato,,,35.00,0.00,,,,,Y,35.00,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
pasta-con-verduras,10574,Pasta con verduras,,,N,,,,,,,80.00,0.00,,,,N,Y,80.00,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
pastel-de-chocolate,10293,Pastel de chocolate,Postres,,N,,,,,,,340.00,0.00,,,,N,Y,340.00,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
pastel-matilda,10056,Pastel matilda,Postres,,N,,,,,,,480.00,300.00,,,,N,Y,480.00,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
pastel-pingüino,10153,Pastel Pingüino,Postres,,N,,,,,,,380.00,0.00,,,,N,Y,380.00,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
pastel-tortuga-entero,10587,Pastel tortuga entero,Postres,,N,,,,,,,380.00,0.00,,,,N,Y,380.00,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
pay-de-limón-entero,10176,Pay de limón entero,Postres,,N,,,,,,,300.00,220.00,,,,N,Y,300.00,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
pay-de-nuez,10261,Pay de nuez,Postres,,N,,,,,,,350.00,300.00,,,,N,Y,350.00,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
pay-limon-fresas,10276,Pay limon fresas,Postres,,N,,,,,,,60.00,0.00,,,,N,Y,60.00,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
pay-manzana,10310,Pay manzana,Postres,,N,,,,,,,50.00,0.00,,,,N,Y,50.00,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
pechuga-asada,10277,Pechuga asada con ensalada,Especiales,,N,,,,,,,140.00,0.00,,,,N,Y,140.00,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
pechuga-empanizada,10218,Pechuga empanizada,Almuerzos,,N,,,,,,,120.00,0.00,,,,N,Y,120.00,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
pechuga-empanizada-1,10544,Pechuga empanizada kg,Charolas navideñas,,Y,,,,,,,350.00,0.00,,,,N,Y,350.00,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
peñafiel-limón,10478,Peñafiel limón,Refrescos,,N,,,,,,,35.00,0.00,,,,Y,Y,35.00,19.000,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
peñafiel-naranja,10479,Peñafiel naranja,Refrescos,,N,,,,,,,35.00,0.00,,,,Y,Y,35.00,-9.000,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
pescado-crudo,10484,Pescado crudo,Extras,,Y,,,,,,,100.00,0.00,,,,N,Y,100.00,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
piña,10069,Piña,Mojitos de sabor,,N,,,,,,,variable,0.00,,,,Y,Y,variable,995.000,0.000,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
piña-colada-1-litro,10050,Piña colada 1 litro,Drinks,,N,,,,,,,120.00,80.00,,,,Y,Y,120.00,873.000,0.000,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
piña-colada-c/alcohol,10048,Piña colada c/alcohol,Drinks,,N,,,,,,,60.00,40.00,,,,N,Y,60.00,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
piña-colada-s/alcohol,10049,Piña colada s/alcohol,Drinks,,N,,,,,,,40.00,25.00,,,,N,Y,40.00,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
piña-colada,10025,Piña Colada sin alcohol,Drinks,,N,,,,,,,90.00,55.00,,,,Y,Y,90.00,973.000,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
pitufo-1,10051,Pitufo o pink lady 1/2,Drinks,,N,,,,,,,60.00,0.00,,,,Y,Y,60.00,827.000,0.000,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
pitufo-o-pink-lady-1lt,10022,Pitufo o pink lady 1lt,Drinks,,N,,,,,,,95.00,65.00,,,,N,Y,95.00,,,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
pitufo,10024,Pitufo sin alcohol 1\2,Drinks,,N,,,,,,,40.00,65.00,,,,Y,Y,40.00,938.000,0.000,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
pizza-birria,10042,Pizza birria,Almuerzos,,N,,,,,,,185.00,0.00,,,,N,Y,185.00,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
platillo-navideño,10168,Platillo navideño,Charolas navideñas,,N,,,,,,,220.00,0.00,,,,N,Y,220.00,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
plato,10315,Plato,Sueltos,,N,,,,,,,5.00,0.00,,,,N,Y,5.00,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
plato-hamburguesero,10311,Plato hamburguesero,,,N,,,,,,,5.00,0.00,,,,N,Y,5.00,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
ponche-litro,10483,Ponche litro,Bebidas,,N,,,,,,,70.00,0.00,,,,N,Y,70.00,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
power,10184,Power,Refrescos,,N,,,,,,,40.00,0.00,,,,Y,N,40.00,6.000,2.000,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
powerade,10467,Powerade,Bebidas,,N,,,,,,,45.00,0.00,,,,N,Y,45.00,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
dorado,10167,Pozole,Almuerzos,,N,Pozole,Chico $40,,,,,40.00,0.00,,,,N,Y,40.00,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
dorado,10177,,,,,,Gde$60,,,,,60.00,0.00,,,,,Y,60.00,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
dorado,10183,,,,,,Litro $80,,,,,80.00,0.00,,,,,Y,80.00,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
pozole-1/2-litro-llevar,10462,Pozole 1/2 litro llevar,Almuerzos,,N,,,,,,,45.00,0.00,,,,N,Y,45.00,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
pozole-camaron,10549,Pozole camaron,Almuerzos,,N,,,,,,,50.00,0.00,,,,N,Y,50.00,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
prólogo-mojarra-frita-2kg,10095,Promoción mojarra frita 2kg,Charolas,,N,,,,,,,300.00,0.00,,,,N,Y,300.00,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
puerco-al-horno,10150,PUERCO AL HORNO,Charolas navideñas,,Y,,,,,,,300.00,0.00,,,,N,Y,300.00,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
quesabirrias,10226,Quesabirrias,Almuerzos,,N,,,,,,,45.00,0.00,,,,N,Y,45.00,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
quesabirrias-promo,10516,Quesabirrias promo,Promos,,N,,,,,,,variable,0.00,,,,N,Y,variable,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
quesadillas,10418,Quesadillas,Almuerzos,,N,Sabor,Albondigas,,,,,30.00,25.00,,,,N,Y,30.00,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
quesadillas,10413,,,,,,Champiñones,,,,,30.00,25.00,,,,,Y,30.00,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
quesadillas,10442,,,,,,Chicharrón,,,,,30.00,25.00,,,,,Y,30.00,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
quesadillas,10374,,,,,,Mole verde,,,,,30.00,30.00,,,,,Y,30.00,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
quesadillas,10417,,,,,,Molida,,,,,30.00,25.00,,,,,Y,30.00,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
quesadillas,10449,,,,,,Prensado,,,,,30.00,25.00,,,,,Y,30.00,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
quesadillas,10452,,,,,,Queso,,,,,30.00,25.00,,,,,Y,30.00,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
quesadillas,10443,,,,,,Rajas,,,,,30.00,25.00,,,,,Y,30.00,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
quesadillas,10376,,,,,,Tinga,,,,,30.00,30.00,,,,,Y,30.00,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
queso-laposta,10111,queso laposta,,<p>queso laposta</p>,Y,,,,,,,90.00,0.00,,,,Y,N,90.00,0.000,5.000,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
rebanada-matilda,10569,Rebanada matilda,Postres,,N,,,,,,,35.00,0.00,,,,N,Y,35.00,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
rebanadas,10463,Rebanadas,Postres,,N,Sabores,Cheescake frambuesa,,,,,50.00,0.00,,,,N,Y,50.00,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
rebanadas,10464,,,,,,Cheescake tortuga,,,,,50.00,0.00,,,,,Y,50.00,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
rebanadas,10466,,,,,,Pay de limon,,,,,45.00,0.00,,,,,Y,45.00,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
rebanadas,10465,,,,,,Pinguino,,,,,50.00,0.00,,,,,Y,50.00,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
recarga-cel,10066,Recarga cel,,,N,,,,,,,variable,0.00,,,,N,Y,variable,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
coca-2lt,10092,REFRESCO 2L,Refrescos,,N,SABOR,COCA,,,,,50.00,0.00,,,,Y,Y,50.00,-10.000,0.000,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
coca-2lt,10116,,,,,,JARRITO SABOR,,,,,50.00,0.00,,,,,Y,50.00,3.000,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
coca-2lt,10112,,,,,,MINERAL SIFON,,,,,50.00,0.00,,,,,Y,50.00,-1.000,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
coca-2lt,10100,,,,,,SQUIRT,,,,,50.00,0.00,,,,,Y,50.00,0.000,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
refresco-600,10554,Refresco 600,,,N,,,,,,,35.00,0.00,,,,Y,N,35.00,0.000,,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
squirt-355ml,10451,Refresco sabor,Refrescos,,N,SABORES,MANDARINA,TAMAÑO,355ML,,,35.00,10.00,,,,Y,Y,35.00,-1.000,,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
squirt-355ml,10450,,,,,,MANDARINA,,600ML,,,35.00,10.00,,,,,Y,35.00,-15.000,,,,,,,,,,,,,,,,,,,,,,,,,
squirt-355ml,10457,,,,,,MANZANA,,355ML,,,35.00,10.00,,,,,Y,35.00,-32.000,,,,,,,,,,,,,,,,,,,,,,,,,
squirt-355ml,10456,,,,,,MANZANA,,600ML,,,35.00,10.00,,,,,Y,35.00,-21.000,,,,,,,,,,,,,,,,,,,,,,,,,
squirt-355ml,10279,,,,,,PIÑA,,355ML,,,35.00,10.00,,,,,Y,35.00,-6.000,,,,,,,,,,,,,,,,,,,,,,,,,
squirt-355ml,10278,,,,,,PIÑA,,600ML,,,35.00,10.00,,,,,Y,35.00,-25.000,,,,,,,,,,,,,,,,,,,,,,,,,
squirt-355ml,10460,,,,,,SQUIRT,,355ML,,,35.00,10.00,,,,,Y,35.00,-165.000,,,,,,,,,,,,,,,,,,,,,,,,,
squirt-355ml,10459,,,,,,SQUIRT,,600ML,,,35.00,10.00,,,,,Y,35.00,-80.000,,,,,,,,,,,,,,,,,,,,,,,,,
squirt-355ml,10323,,,,,,TAMARINDO,,355ML,,,35.00,10.00,,,,,Y,35.00,5.000,,,,,,,,,,,,,,,,,,,,,,,,,
squirt-355ml,10322,,,,,,TAMARINDO,,600ML,,,35.00,10.00,,,,,Y,35.00,-11.000,,,,,,,,,,,,,,,,,,,,,,,,,
squirt-355ml,10436,,,,,,TUTI,,355ML,,,35.00,10.00,,,,,Y,35.00,5.000,,,,,,,,,,,,,,,,,,,,,,,,,
squirt-355ml,10414,,,,,,TUTI,,600ML,,,35.00,10.00,,,,,Y,35.00,-7.000,,,,,,,,,,,,,,,,,,,,,,,,,
squirt-355ml,10454,,,,,,UVA,,355ML,,,35.00,10.00,,,,,Y,35.00,-1.000,,,,,,,,,,,,,,,,,,,,,,,,,
squirt-355ml,10453,,,,,,UVA,,600ML,,,35.00,10.00,,,,,Y,35.00,-6.000,,,,,,,,,,,,,,,,,,,,,,,,,
rosca-con-nata,10298,Rosca con nata,Postres,,N,,,,,,,35.00,0.00,,,,N,Y,35.00,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
papas,10563,Sabritas,,,N,Tipo,Chetos,,,,,25.00,0.00,,,,N,Y,25.00,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
papas,10564,,,,,,Chicos,,,,,25.00,0.00,,,,,Y,25.00,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
papas,10562,,,,,,Doritos,,,,,35.00,0.00,,,,,Y,35.00,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
papas,10561,,,,,,Solo papas,,,,,35.00,0.00,,,,,Y,35.00,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
sabrítas-1,10586,Sabrítas,,,N,,,,,,,20.00,0.00,,,,N,Y,20.00,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
salchipapas,10128,Salchipapas,Alitas y Boneless,,N,,,,,,,70.00,0.00,,,,N,Y,70.00,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
salchipulpos,10081,Salchipulpos,Alitas y Boneless,,N,,,,,,,70.00,0.00,,,,N,Y,70.00,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N
salmón,10455,Salmón,Especiales,,N,,,,,,,150.00,0.00,,,,N,Y,150.00,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
sandwich,10237,Sandwich,Almuerzos,,N,Sabor,Jamon de pavo,,,,,45.00,0.00,,,,N,Y,45.00,,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
sandwich,10238,,,,,,Pechuga asada,,,,,55.00,0.00,,,,,Y,55.00,,,,,,,,,,,,,,,,,,,,,,,,,,
sandy-efectivo,10295,Sandy efectivo,,,N,,,,,,,variable,0.00,,,,N,Y,variable,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
sincronizada-solo-queso,10547,Sincronizada solo queso,Almuerzos,,N,,,,,,,40.00,0.00,,,,N,Y,40.00,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
sincronizadas,10297,Sincronizadas,Burritos y Gringas,,N,,,,,,,60.00,0.00,,,,N,Y,60.00,,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
sky,10299,Sky,Drinks,,N,,,,,,,45.00,0.00,,,,N,Y,45.00,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
